"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Wed Mar 23 18:28:18 GMT 2022","Wed Mar 23 18:29:08 GMT 2022","50188","","JIT-Database-009-Check-validation-column-definition-type-BOOLEAN","","JIT-Database-009-Check-validation-column-definition-type-BOOLEAN","As a user, I should check the validation of BOOLEAN column definition","As a user, I should check the validation of BOOLEAN column definition",""
"broken","Wed Mar 23 18:18:22 GMT 2022","Wed Mar 23 18:19:15 GMT 2022","53159","","JIT-Database-001-Create-new-table","","JIT-Database-001-Create-new-table","As a user, I cannot create table with empty name","As a user, I cannot create table with empty name",""
"broken","Wed Mar 23 18:24:43 GMT 2022","Wed Mar 23 18:25:33 GMT 2022","50126","","JIT-Database-006-Check-validation-column-definition-type-STRING","","JIT-Database-006-Check-validation-column-definition-type-STRING","As a user, I should check the validation of STRING column definition","As a user, I should check the validation of STRING column definition",""
"broken","Wed Mar 23 18:47:32 GMT 2022","Wed Mar 23 18:48:30 GMT 2022","58198","","JIT-Mobile-013-JITDEF-reflect-delete-screen-innavigation-tree","","JIT-Mobile-013-JITDEF-reflect-delete-screen-innavigation-tree","As a user, I should see screen will be removed in navigation tree after deleting screen","As a user, I should see screen will be removed in navigation tree after deleting screen",""
"broken","Wed Mar 23 18:19:15 GMT 2022","Wed Mar 23 18:20:08 GMT 2022","53181","","JIT-Database-001-Create-new-table","","JIT-Database-001-Create-new-table","As a user, I cannot create table with duplicate name","As a user, I cannot create table with duplicate name",""
"broken","Wed Mar 23 18:46:30 GMT 2022","Wed Mar 23 18:47:28 GMT 2022","57768","","JIT-Mobile-012-JITDEF-remove-poperty-info-after-deleting-navigation","","JIT-Mobile-012-JITDEF-remove-poperty-info-after-deleting-navigation","As a user, I should see the property infos need to be removed after the navigation was deleted","As a user, I should see the property infos need to be removed after the navigation was deleted",""
"broken","Wed Mar 23 18:49:42 GMT 2022","Wed Mar 23 18:50:33 GMT 2022","50159","","JIT-Module-001-Cloudary-add-new","","JIT-Module-001-Cloudary-add-new","As a user, I can add module Cloudinary","As a user, I can add module Cloudinary",""
"broken","Wed Mar 23 18:23:47 GMT 2022","Wed Mar 23 18:24:37 GMT 2022","50221","","JIT-Database-004-Check-validation-column-definition-type-INTEGER","","JIT-Database-004-Check-validation-column-definition-type-INTEGER","As a user, I should check the validation of INTEGER column definition","As a user, I should check the validation of INTEGER column definition",""
"broken","Wed Mar 23 18:17:27 GMT 2022","Wed Mar 23 18:18:22 GMT 2022","55040","","JIT-Database-001-Create-new-table","","JIT-Database-001-Create-new-table","As a user, I can create new table","As a user, I can create new table",""
"passed","Wed Mar 23 18:44:20 GMT 2022","Wed Mar 23 18:45:25 GMT 2022","65125","","JIT-Mobile-010-JITDEF14-rename-without-focusing","","JIT-Mobile-010-JITDEF14-rename-without-focusing","As a user, I could rename the screen/molecule without focusing","As a user, I could rename the screen/molecule without focusing",""
"broken","Wed Mar 23 18:30:59 GMT 2022","Wed Mar 23 18:31:49 GMT 2022","50121","","JIT-Database-011-Check-validation-column-definition-type-ENUM","","JIT-Database-011-Check-validation-column-definition-type-ENUM","As a user, I should check the basic validation","As a user, I should check the basic validation",""
"broken","Wed Mar 23 18:38:14 GMT 2022","Wed Mar 23 18:39:04 GMT 2022","50252","","JIT-Database-013-DEFECT-Check-default-value-when-changing-type","","JIT-Database-013-DEFECT-Check-default-value-when-changing-type","As a user, I should check the default value when changing the type","As a user, I should check the default value when changing the type",""
"passed","Wed Mar 23 18:41:15 GMT 2022","Wed Mar 23 18:41:35 GMT 2022","20174","","JIT-Mobile-003-Screen-delete-screen","","JIT-Mobile-003-Screen-delete-screen","As a user, I can delete screen","As a user, I can delete screen",""
"passed","Wed Mar 23 18:41:39 GMT 2022","Wed Mar 23 18:42:29 GMT 2022","49894","","JIT-Mobile-004-Screen-duplicate-screen","","JIT-Mobile-004-Screen-duplicate-screen","As a user, I can duplicate screen with positive and negative cases","As a user, I can duplicate screen with positive and negative cases",""
"passed","Wed Mar 23 18:40:03 GMT 2022","Wed Mar 23 18:40:25 GMT 2022","21775","","JIT-Mobile-001-Screen-create-new-screen","","JIT-Mobile-001-Screen-create-new-screen","As a user, I can create new screen with positive and negative cases","As a user, I can create new screen with positive and negative cases",""
"passed","Wed Mar 23 18:49:09 GMT 2022","Wed Mar 23 18:49:32 GMT 2022","23184","","JIT-Mobile-021-DEFECT.Params.keep-params-after-refresh-page","","JIT-Mobile-021-DEFECT.Params.keep-params-after-refresh-page","As a user, I should check the params will be kept after refresh page","As a user, I should check the params will be kept after refresh page",""
"broken","Wed Mar 23 18:27:21 GMT 2022","Wed Mar 23 18:28:14 GMT 2022","53129","","JIT-Database-008-Check-validation-column-definition-type-DATE-TIME","","JIT-Database-008-Check-validation-column-definition-type-DATE-TIME","As a user, I should check the validation of DATE column definition","As a user, I should check the validation of DATE column definition",""
"broken","Wed Mar 23 18:32:43 GMT 2022","Wed Mar 23 18:33:38 GMT 2022","54466","","JIT-Database-011-Check-validation-column-definition-type-ENUM","","JIT-Database-011-Check-validation-column-definition-type-ENUM","As a user, I should delete 1 item and check not display in default dropdown","As a user, I should delete 1 item and check not display in default dropdown",""
"broken","Wed Mar 23 18:50:33 GMT 2022","Wed Mar 23 18:51:27 GMT 2022","54385","","JIT-Module-001-Cloudary-add-new","","JIT-Module-001-Cloudary-add-new","As a user, I can add module JP Banks","As a user, I can add module JP Banks",""
"broken","Wed Mar 23 18:22:50 GMT 2022","Wed Mar 23 18:23:43 GMT 2022","53183","","JIT-Database-003-Check-create-empty-and-duplicated-column","","JIT-Database-003-Check-create-empty-and-duplicated-column","As a user, I cannot add duplicated column definition","As a user, I cannot add duplicated column definition",""
"broken","Wed Mar 23 18:26:31 GMT 2022","Wed Mar 23 18:27:21 GMT 2022","49742","","JIT-Database-008-Check-validation-column-definition-type-DATE-TIME","","JIT-Database-008-Check-validation-column-definition-type-DATE-TIME","As a user, I should check the validation of DATETIME column definition","As a user, I should check the validation of DATETIME column definition",""
"broken","Wed Mar 23 18:25:37 GMT 2022","Wed Mar 23 18:26:27 GMT 2022","50272","","JIT-Database-007-Check-validation-column-definition-type-TEXT","","JIT-Database-007-Check-validation-column-definition-type-TEXT","As a user, I should check the validation of TEXT column definition","As a user, I should check the validation of TEXT column definition",""
"broken","Wed Mar 23 18:52:21 GMT 2022","Wed Mar 23 18:53:16 GMT 2022","54391","","JIT-Module-001-Cloudary-add-new","","JIT-Module-001-Cloudary-add-new","As a user, I can add module SMS login with Twilio","As a user, I can add module SMS login with Twilio",""
"broken","Wed Mar 23 18:21:05 GMT 2022","Wed Mar 23 18:21:56 GMT 2022","50296","","JIT-Database-002-Check-default-column-definition","","JIT-Database-002-Check-default-column-definition","As a user, I should see the default column definition","As a user, I should see the default column definition",""
"broken","Wed Mar 23 18:39:09 GMT 2022","Wed Mar 23 18:39:59 GMT 2022","50240","","JIT-Database-014-DEFECT-Check-duplicate-table-name","","JIT-Database-014-DEFECT-Check-duplicate-table-name","As a user, I cannot update to duplicate name","As a user, I cannot update to duplicate name",""
"passed","Wed Mar 23 18:42:32 GMT 2022","Wed Mar 23 18:42:56 GMT 2022","23467","","JIT-Mobile-005-Moelcule-create-new-molecule","","JIT-Mobile-005-Moelcule-create-new-molecule","As a user, I can create new molecule with positive and negative cases","As a user, I can create new molecule with positive and negative cases",""
"broken","Wed Mar 23 18:30:02 GMT 2022","Wed Mar 23 18:30:55 GMT 2022","53150","","JIT-Database-010-Check-validation-column-definition-type-FILE","","JIT-Database-010-Check-validation-column-definition-type-FILE","As a user, I should check the validation of FILE column definition for Format Area","As a user, I should check the validation of FILE column definition for Format Area",""
"broken","Wed Mar 23 18:22:00 GMT 2022","Wed Mar 23 18:22:50 GMT 2022","50061","","JIT-Database-003-Check-create-empty-and-duplicated-column","","JIT-Database-003-Check-create-empty-and-duplicated-column","As a user, I cannot add empty column definition","As a user, I cannot add empty column definition",""
"passed","Wed Mar 23 18:43:55 GMT 2022","Wed Mar 23 18:44:14 GMT 2022","19632","","JIT-Mobile-007-Molecule-delete-molecule","","JIT-Mobile-007-Molecule-delete-molecule","As a user, I can delete molecule","As a user, I can delete molecule",""
"broken","Wed Mar 23 18:45:29 GMT 2022","Wed Mar 23 18:46:26 GMT 2022","57660","","JIT-Mobile-011-JITDEF50-disable-add-duplicate-screen-in-stack","","JIT-Mobile-011-JITDEF50-disable-add-duplicate-screen-in-stack","As a user, I could add duplicate screen in stack","As a user, I could add duplicate screen in stack",""
"broken","Wed Mar 23 18:51:27 GMT 2022","Wed Mar 23 18:52:21 GMT 2022","54397","","JIT-Module-001-Cloudary-add-new","","JIT-Module-001-Cloudary-add-new","As a user, I can add module Search","As a user, I can add module Search",""
"broken","Wed Mar 23 18:29:12 GMT 2022","Wed Mar 23 18:30:02 GMT 2022","49972","","JIT-Database-010-Check-validation-column-definition-type-FILE","","JIT-Database-010-Check-validation-column-definition-type-FILE","As a user, I should check the validation of FILE column definition","As a user, I should check the validation of FILE column definition",""
